reino,filo,classe,ordem,familia,genero,especie,subespecie,nome_cientifico_anterior,autor,nome_comum,grupo,mesano_avaliacao,categoria_2026,possivemente_extinta,criterio,justificativa,endemica_brasil,consta_em_lista_nacional_oficial,estado,regiao,bioma,bacia_hidrografica,unidade_de_conservacao_federal,unidade_de_conservacao_estadual,rppn,migratoria,tendencia_populacional,ameaca,uso,acao_conservacao,plano_de_acao,listas_e_convencoes,altitudeminmax,barimetriaminmax,especie_limpa,categoria_2014,lista_2014,status_2026,status_2014
Animalia,Arthropoda,Arachnida,Araneae,Dipluridae,Harmonicon,Harmonicon cerberus,,Harmonicon cerberus,"Pedroso & Baptista, 2014","Aranha, Aranha-de-Teia-em-Funil",Invertebrados Terrestres,09/2021,Criticamente em Perigo,Não,B2ab(iii),"Harmonicon cerberus é endêmica do Brasil, conhecida de apenas uma caverna na Floresta Nacional de Carajás, Pará. A espécie é troglomórfica, e estudos em outras cavernas e no ambiente externo não a localizaram. Após a coleta do material-tipo, há dez anos, a espécie não foi mais observada. A extensão da caverna é de menos de 100 m e sua área de ocupação é estimada em menos de 10 km2. A caverna está próxima (cerca de 1 km) das áreas de prospecção de minério, o que representa uma ameaça direta à espécie. Embora a caverna seja tombada pelo IPHAN, a atividade mineradora do entorno pode afetar o interior da caverna e, consequentemente, a espécie. Considerando apenas uma localização, a espécie foi categorizada como Criticamente em Perigo (CR) segundo o critério B2ab(iii).",Sim,Sim,Pará,|Norte|,Amazônia,Sub-bacia Tocantins Baixo,FLONA Carajás,,,Não,Desconhecida,"3 - Produção energética e mineração
3.2 - Mineração
3.2.3 - Extração de minérios - subsolo",,Plano de Ação Nacional (PAN),Plano de Ação Nacional para a Conservação das Cavernas do Brasil,"Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022",,,harmonicon cerberus,CR,1.0,CR,CR
Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hasemania,Hasemania maxillaris,,Hasemania maxillaris,"Ellis, 1911",Lambari,Peixes Continentais,10/2019,Criticamente em Perigo,Sim,D,"Hasemania maxillaris é endêmica da bacia do rio Iguaçu, conhecida da localidade-tipo ""Porto União"", hoje União da Vitória, estado do Paraná, de um registro de 1908 e de outro exemplar mais antigo (1907) coletado no rio Negro, bacia do alto rio Iguaçu. A espécie não foi mais registrada na região, apesar da realização de esforços de coletas, em áreas bastante amostradas para estudos ictiológicos. Outras espécies de lambaris são coletadas rotineiramente. A ausência de registros há mais de 100 anos desde a descrição original, combinada com os frequentes esforços de coleta, e ao fato da localidade-tipo situar-se em áreas hoje intensamente antropizadas, permitem inferir que a população dessa espécie possa estar extinta. Dessa forma, Hasemania maxillaris foi avaliada como Criticamente em Perigo Possivelmente Extinta (CR PEX) pelo critério D.",Sim,Sim,Paraná,|Sul|,Mata Atlântica,Sub-bacia Iguaçu,,,,Desconhecido,Desconhecida,"1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
3 - Produção energética e mineração
3.3 - Energia renovável
3.3.1 - Hidrelétricas
7 - Modificações nos sistemas naturais
7.3 - Outras modificações nos ecossistemas",,,,Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022,,,hasemania maxillaris,CR (PEX),0.0,CR,CR
Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hasemania,Hasemania melanura,,Hasemania melanura,"Ellis, 1911",Lambari,Peixes Continentais,10/2019,Criticamente em Perigo,Sim,D,"Hasemania melanura é endêmica do Brasil, conhecida apenas da série-tipo, na bacia do rio Iguaçu, coletada em 1908, registrada apenas para “Porto União”, antigo nome da atual cidade União da Vitória, no estado do Paraná. Há um exemplar coletado em 1949 em Canoinha, estado de Santa Catarina, depositado no Museu Nacional do Rio de Janeiro, que se encontra perdido. Apesar de diversas amostragens terem sido realizadas na região da localidade-tipo, os esforços não obtiveram sucesso em capturar a espécie, embora outras espécies de lambaris tenham sido coletadas rotineiramente. A ausência de registros há mais de 100 anos desde a descrição original, combinada com os frequentes esforços de coleta, e ao fato da localidade-tipo situar-se em áreas hoje intensamente antropizadas, permitem inferir que a população dessa espécie possa estar extinta. Dessa forma, Hasemania melanura foi avaliada como Criticamente em Perigo Possivelmente Extinta (CR PEX) pelo critério D.",Sim,Sim,Paraná,|Sul|,Mata Atlântica,Sub-bacia Iguaçu,,,,Desconhecido,Desconhecida,"1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
3 - Produção energética e mineração
3.3 - Energia renovável
3.3.1 - Hidrelétricas
7 - Modificações nos sistemas naturais
7.3 - Outras modificações nos ecossistemas",,,,Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022,,,hasemania melanura,CR (PEX),0.0,CR,CR
Animalia,Chordata,Actinopterygii,Siluriformes,Heptapteridae,Heptapterus,Heptapterus multiradiatus,,Heptapterus multiradiatus,"Ihering, 1907",Bagrinho-do-tietê,Peixes Continentais,10/2019,Criticamente em Perigo,Sim,B1ab(iii),"Heptapterus multiradiatus é endêmica do Brasil, com distribuição extremamente restrita aos riachos do alto rio Tietê, na região da grande São Paulo e Ribeirão Pires. Existem três registros da espécie em coleções, sendo que duas dessas localidades foram destruídas pela expansão urbana. O último lote foi coletado em 1966; desde então, esforços de coleta direcionados foram empreendidos, sem sucesso. A Extensão de Ocorrência (EOO) da espécie é estimada em menos de 100 km2. As espécies do gênero são sensíveis a alterações ambientais e foi considerada apenas uma localização, com declínio continuado da qualidade do habitat. Por esses motivos, a espécie foi listada como Criticamente em Perigo (CR) pelo critério B1ab(iii), estando possivelmente extinta (PEX).",Sim,Sim,São Paulo,|Sudeste|,Mata Atlântica,Sub-bacia Tietê,,,,Desconhecido,Desconhecida,"1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
7 - Modificações nos sistemas naturais
7.3 - Outras modificações nos ecossistemas
9 - Poluição
9.1 - Doméstica e urbana - escoamento de água
9.1.1 - Esgoto",,"Manejo de espécies, Manejo territorial, Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação das Espécies de Peixes Ameaçadas de Extinção da Bacia do Alto Rio Paraná, Plano de Ação Nacional para a Conservação dos Peixes e Eglas da Mata Atlântica","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022",,,heptapterus multiradiatus,CR (PEX),1.0,CR,CR
Animalia,Chordata,Amphibia,Anura,Strabomantidae,Holoaden,Holoaden bradei,,Holoaden bradei,"Lutz, 1958","Rãzinha-verrugosa-da-serra-de-Bradei, Sapinho-manicure",Anfíbios,09/2017,Criticamente em Perigo,Sim,D,"Holoaden bradei é endêmica do Brasil, do bioma Mata Atlântica, com registros somente para o Parque Nacional do Itatiaia, na divisa dos estados de Minas Gerais e Rio de Janeiro. Sua extensão de ocorrência foi estimada em 19 km2. A espécie foi registrada no solo de áreas de altitude acima de 2.000 metros. Todos os registros são históricos e Holoaden bradei não é observada desde 1979, apesar dos esforços de amostragem direcionados para ela. As causas do declínio populacional são desconhecidas. Dadas as circunstâncias, é possível supor que existam menos de 50 indivíduos maduros ou mesmo que esteja extinta. Por essas razões, Holoaden bradei foi avaliada como Criticamente em Perigo (CR) pelo critério D, estando possivelmente extinta (PEX).",Sim,Sim,"Minas Gerais, Rio de Janeiro",|Sudeste|,Mata Atlântica,"Sub-bacia Grande
Sub-bacia Paraíba do Sul",PARNA de Itatiaia,,,Não,Declinando,"11 - Mudanças e extremos climáticos
11.3 - Extremos térmicos
12 - Outras ameaças
6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios",,Plano de Ação Nacional (PAN),Plano de Ação Nacional para conservação da Herpetofauna Ameaçada da Mata Atlântica da Região Sudeste do Brasil,"Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022",,,holoaden bradei,CR (PEX),1.0,CR,CR
Animalia,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,Hyalella epikarstica,,,"Rodrigues, Bueno & Ferreira, 2014",Não Informado,Invertebrados de Água Doce,05/2018,Criticamente em Perigo,Não,B1ab(iii)+2ab(iii),"Hyallela epikarstica é endêmica do Brasil e conhecida apenas da localidade-tipo, a gruta Areias de Cima, Iporanga/São Paulo, Parque Estadual Turístico do Alto Ribeira. Embora a caverna esteja em uma área protegida em bom estado de conservação, as áreas de recarga do sistema estão fora da unidade de conservação e sofrem com aporte de poluentes, principalmente esgoto doméstico e descarte de água cinza, provocando declínio da qualidade da água e, portanto, do habitat da espécie. Sua Extensão de Ocorrência e Área de Ocupação foram estimadas em menos de 10 km². Considerando uma localização, a espécie foi avaliada como Criticamente em Perigo (CR) pelos critérios B1ab(iii)+2ab(iii).",Sim,Sim,São Paulo,|Sudeste|,Mata Atlântica,Sub-bacia Litoral RJ SP,,PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA,,Não,Desconhecida,"9 - Poluição
9.1 - Doméstica e urbana - escoamento de água
9.1.1 - Esgoto
9 - Poluição
9.1.2 - Escoamento urbano
9 - Poluição
9.2 - Industrial
9.2.2 - Infiltraçao oriunda de mineração",,Plano de Ação Nacional (PAN),Plano de Ação Nacional para a Conservação das Cavernas do Brasil,Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022,,,hyalella epikarstica,CR,0.0,CR,CR
Animalia,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,Hyalella formosa,,,"Cardoso & Araujo, 2014",Não Informado,Invertebrados de Água Doce,05/2018,Criticamente em Perigo,Não,B2ab(iii),"Hyalella formosa é endêmica do Brasil e conhecida apenas da localidade-tipo, a Caverna das Andorinhas, no Município de Ponta Grossa/Paraná. Sua área de ocupação é estimada em menos de 10km2. A caverna não está em área protegida e a vegetação em seu entorno imediato encontra-se quase que totalmente convertida em plantações. A espécie habita o lençol freático, ambiente que pode ser afetado pelas alteração do uso do solo e pelo uso de agrotóxicos. Além disso, a caverna está inserida em um polígono minerário com requerimento de lavra. Portanto, a espécie foi categorizada como Criticamente em Perigo (CR) segundo o critério B2ab(iii).",Sim,Sim,Paraná,|Sul|,Mata Atlântica,Sub-bacia Litoral RJ SP,,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA,,Não,Desconhecida,"11 - Mudanças e extremos climáticos
11.1 - Mudança/alteração de habitat
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.3 - Agricultura agro-industrial
2 - Agropecuária e Aquacultura
2.2 - Silvicultura
2.2.2 - Plantações agro-industriais
5 - Uso de recursos biológicos
5.3 - Extração florestal
5.3.5 - Motivação desconhecida
7 - Modificações nos sistemas naturais
7.3 - Outras modificações nos ecossistemas
9 - Poluição
9.3 - Agropecuária e florestal
9.3.4 - Tipo desconhecido",,Plano de Ação Nacional (PAN),Plano de Ação Nacional para a Conservação das Cavernas do Brasil,Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022,,,hyalella formosa,CR,0.0,CR,CR
Animalia,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,Hyalella imbya,,,"Rodrigues & Bueno, 2012",Não Informado,Invertebrados de Água Doce,05/2018,Criticamente em Perigo,Sim,B1ab(iii)+2ab(iii),"Hyalella imbya é endêmica do Brasil e conhecida somente da localidade-tipo, um habitat hipotelminorreico no município de Roque Gonzales, estado do Rio Grande do Sul. Habitats hipotelminorreicos compreendem o mais superficial entre todos os ambientes subterrâneos. Indivíduos foram coletados em 2002. Posteriormente, em 2012, em uma expedição direcionada a encontrar a espécie, constatou-se que seu ambiente encontrava-se modificado, provavelmente devido a um barramento próximo ao local, estando totalmente seco (não mais existia o habitat hipotelminorreico). Habitat semelhante não foi encontrado nas proximidades. A região no entorno imediato encontra-se com a vegetação natural totalmente convertida. O gênero é muito bem amostrado no Rio Grande do Sul. Portanto, foi categorizada como Criticamente em Perigo (CR) pelos critérios B1ab(iii)+2ab(iii), estando possivelmente extinta.",Sim,Sim,Rio Grande do Sul,|Sul|,Pampa,Sub-bacia Uruguai Médio,,,,Não,Desconhecida,"11 - Mudanças e extremos climáticos
11.1 - Mudança/alteração de habitat
1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.4 - Agricultura de escala desconhecida
7 - Modificações nos sistemas naturais
7.2 - Represas e uso de água
7.2.11 - Represas (tamanho desconhecido)
7 - Modificações nos sistemas naturais
7.3 - Outras modificações nos ecossistemas
9 - Poluição
9.1 - Doméstica e urbana - escoamento de água
9.1.3 - Tipo desconhecido
9 - Poluição
9.3 - Agropecuária e florestal
9.3.4 - Tipo desconhecido",,Plano de Ação Nacional (PAN),Plano de Ação Nacional para a Conservação das Cavernas do Brasil,Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022,,,hyalella imbya,CR (PEX),0.0,CR,CR
Animalia,Chordata,Amphibia,Anura,Hylodidae,Hylodes,Hylodes glaber,,Hylodes glaber,"(Miranda-Ribeiro, 1926)",Itatiaia Tree Toad,Anfíbios,09/2017,Criticamente em Perigo,Sim,D,"Hylodes glaber é endêmica do Brasil, do bioma Mata Atlântica, sendo conhecida apenas da localidade-tipo, um riachos a 1.850 metros de altitude no Parque Nacional do Itatiaia, na fronteira entre os estados de Minas Gerais e Rio de Janeiro. A espécie não é encontrada desde 1978, apesar de esforços recentes de amostragem na região. Dadas as circunstâncias, suspeita-se que esteja extinta ou que haja menos de 50 indivíduos maduros. Por essas razões, Hylodes glaber foi avaliada como Criticamente em Perigo (CR) pelo critério D, estando possivelmente extinta (PEX).",Sim,Sim,Minas Gerais,|Sudeste|,Mata Atlântica,Sub-bacia Grande,PARNA de Itatiaia,,,Não,Declinando,"11 - Mudanças e extremos climáticos
11.3 - Extremos térmicos
12 - Outras ameaças
6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas",,Plano de Ação Nacional (PAN),Plano de Ação Nacional para conservação da Herpetofauna Ameaçada da Mata Atlântica da Região Sudeste do Brasil,Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022,,,hylodes glaber,CR (PEX),0.0,CR,CR
Animalia,Chordata,Amphibia,Anura,Hylodidae,Hylodes,Hylodes mertensi,,Hylodes mertensi,"(Bokermann, 1956)",Rã-de-riacho-de-Mertens,Anfíbios,11/2018,Criticamente em Perigo,Não,B1ab(iii),"Hylodes mertensi é endêmica do Brasil, sendo conhecida apenas da localidade-tipo, um fragmento de Mata Atlântica no Parque Estadual da Serra do Mar, no estado de São Paulo. A espécie possui habitat específico, tendo sido registrada em riacho no interior de floresta montanhosa. Seu último registro foi há mais de 60 anos, em 1956. Embora não haja amostragens recentes na localidade-tipo, há amostragens voltadas para anfíbios em regiões próximas, mas Hylodes mertensi não foi registrada, sugerindo que tenha distribuição bastante restrita. Assim, é possível supor que sua extensão de ocorrência seja menor que 100 km2. Embora seu registro seja em uma unidade de conservação de proteção integral, essa região sofre impacto da poluição proveniente do polo industrial da cidade de Cubatão, causando declínio contínuo da qualidade do hábitat. Considerando apenas uma localização, tendo a poluição como principal ameaça, Hylodes mertensi foi avaliada como Criticamente em Perigo (CR) pelo critério B1ab(iii).",Sim,Sim,São Paulo,|Sudeste|,Mata Atlântica,Sub-bacia Litoral SP,,PARQUE ESTADUAL DA SERRA DO MAR,,Não,Desconhecida,"9 - Poluição
9.5 - Poluição do ar
9.5.1 - Chuva ácida
9 - Poluição
9.5.2 - Fumaça (industrial
veículos
etc)",,Plano de Ação Nacional (PAN),Plano de Ação Nacional para conservação da Herpetofauna Ameaçada da Mata Atlântica da Região Sudeste do Brasil,Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022,,,hylodes mertensi,CR,0.0,CR,CR
Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypancistrus,Hypancistrus zebra,,Hypancistrus zebra,"Isbrücker & Nijssen, 1991",Não Informado,Peixes Continentais,10/2019,Criticamente em Perigo,Não,A4cd,"Hypancistrus zebra é endêmica do Brasil, ocorrendo na região da Volta Grande do Rio Xingu, estado do Pará. A principal ameaça sobre a espécie é o impacto decorrente da construção da usina hidrelétrica (UHE) Belo Monte. A Área de Ocupação (AOO) calculada da espécie é de 528km2, e está totalmente incluída na área diretamente afetada por esta UHE. Após o enchimento do reservatório da UHE Belo Monte em 2016, parte da sua população foi intensamente afetada a montante do barramento de Pimental, pela transformação do habitat lótico para lêntico. A jusante de Pimental, a espécie está sendo impactada pela redução da vazão original e perda da regularidade natural do ciclo hidrológico, provavelmente tendo consequências no ciclo reprodutivo da espécie que acarretarão declínio populacional nos próximos anos. Adicionalmente, no trecho de vazão reduzida, a espécie está mais vulnerável à captura para o comércio ilegal de peixes ornamentais. Apesar da proibição da captura desta espécie, a pesca ilegal continua ocorrendo e cerca de 10 mil indivíduos/mês são contrabandeados via Colômbia, de onde são exportados regularmente. Considerando o impacto da construção de Belo Monte (declínio na qualidade do habitat) e a captura excessiva da espécie para o comércio ilegal de peixes ornamentais (níveis potenciais de exploração), uma janela de tempo de 10 anos entre 2016 e 2026 (tempo geracional estimado de 2,5 anos), suspeita-se um declínio populacional superior a 80%, com altíssimo risco de extinção. Nesse contexto, H. zebra foi categorizada como Criticamente em Perigo (CR) sob o critério A4cd.",Sim,Sim,Pará,|Norte|,Amazônia,Sub-bacia Xingu,,,,Não,Declinando,"3 - Produção energética e mineração
3.3 - Energia renovável
3.3.1 - Hidrelétricas
5 - Uso de recursos biológicos
5.4 - Pesca e uso de recursos aquáticos
5.4.3 - Captura intencional - comércio internacional",3 - Animais de estimação/ornamentais,"Conservação ex-situ, Plano de Ação Nacional (PAN), Proteção de locais/áreas","Plano de Ação Nacional para a Conservação das Espécies Endêmicas e Ameaçadas de Extinção da Fauna da Região do Baixo e Médio Xingu, Plano de Ação Nacional para a Conservação dos Peixes Amazônicos","CITES - Anexo II, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022",,,hypancistrus zebra,CR,1.0,CR,CR
Animalia,Mollusca,Gastropoda,Stylommatophora,Odontostomidae,Hyperaulax,Hyperaulax ramagei,,,"(Smith, 1890)",Não Informado,Invertebrados Terrestres,07/2022,Criticamente em Perigo,Não,"B2ab(ii,iii,iv)","Hyperaulax ramagei é endêmica do Brasil, do Arquipélago de Fernando de Noronha, Pernambuco. Os registros são na maioria históricos e um mais recente em 2013, nenhum encontrado com exemplares vivos (somente conchas). Um registro de 2003 registrou os únicos exemplares vivos encontrados até hoje. A principal ameaça é a predação pelas espécies exóticas introduzidas no Arquipélago de Fernando de Noronha, como ratos domésticos (Ratus ratus), tejus (Salvator merianae) e gatos que pode estar suprimido a população de H. ramagei. Outra ameaça identificada é o pisoteio realizado por turistas alterando significativamente o ambiente e consequentemente declínio na qualidade do habitat. Considerando que sua distribuição é bem limitada, sua Área de Ocupação (AOO) foi calculada em 4 km², a espécie encontra-se restrita a uma localização (=1), associada ao declínio continuado inferido na qualidade do habitat e número de localizações, H. ramagei foi categorizada como Criticamente em Perigo (CR), pelo critério B2ab(ii,iii,iv).",Sim,Não,Pernambuco,|Nordeste|,Mata Atlântica,,PARNA Marinho de Fernando de Noronha,,,Não,Desconhecida,"1 - Desenvolvimento residencial e comercial
1.3 - Áreas de turismo e recreação
8 - Espécies invasoras
problemáticas e doenças
8.1 - Espécies exóticas",,Plano de Recuperação,,,,,hyperaulax ramagei,,,CR,NE
Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon taurocephalus,,Hyphessobrycon taurocephalus,"Ellis, 1911",Lambari,Peixes Continentais,10/2019,Criticamente em Perigo,Sim,D,"Hyphessobrycon taurocephalus é endêmica do Brasil, conhecida apenas da série-tipo coletada em 1908 nas cercanias de uma antiga estação ferroviária, em ramal já desativado, às margens do rio Iguaçu, na localidade de Serrinha, próxima à cidade de Balsa Nova, no estado do Paraná. Diversos esforços de amostragem foram realizados na região da localidade-tipo e proximidades sem sucesso em capturar a espécie, embora outras espécies de lambaris tenham sido coletadas rotineiramente. A ausência de registros há mais de 100 anos desde a descrição original, combinada com os frequentes esforços de coleta, e ao fato da localidade-tipo situar-se em área hoje intensamente antropizada, permitem inferir que a população dessa espécie pode estar extinta. Por isso, H. taurocephalus foi categorizada como Criticamente em Perigo (CR) pelo critério D, estando possivelmente extinta (PE).",Sim,Sim,Paraná,|Sul|,Mata Atlântica,Sub-bacia Iguaçu,,,,Desconhecido,Desconhecida,"1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
3 - Produção energética e mineração
3.3 - Energia renovável
3.3.1 - Hidrelétricas",,,,Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022,,,hyphessobrycon taurocephalus,CR (PEX),0.0,CR,CR
Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypostomus,Hypostomus subcarinatus,,Hypostomus subcarinatus,"Castelnau, 1855",Cascudo,Peixes Continentais,11/2018,Criticamente em Perigo,Não,B2ab(iii),"Hypostomus subcarinatus é endêmica do Brasil e conhecida apenas de uma população na Lagoa da Pampulha, em Belo Horizonte, estado de Minas Gerais. Apesar de extenso esforço de coletas nas últimas décadas nas bacias dos rios São Francisco, Doce, Jequitinhonha, Pardo, Paraná, e Paraíba do Sul, nenhum material atribuível a espécie foi encontrado. Trata-se de uma lagoa artificial pertencente à bacia do rio das Velhas, localizada no centro da região metropolitana de Belo Horizonte, que recebe esgotos domésticos e industriais de forma intensa. A Área de Ocupação (AOO) foi calculada em 8 km2, com uma localização e declínio continuado da qualidade do habitat em função da poluição severa. Por isso, H. subcarinatus foi categorizada como Criticamente em Perigo (CR) pelo critério B2ab(iii).",Sim,Sim,Minas Gerais,|Sudeste|,Cerrado,Sub-bacia São Francisco Alto,,,,Desconhecido,Desconhecida,"8 - Espécies invasoras
problemáticas e doenças
8.1 - Espécies exóticas
8.1.1 - Espécie conhecida
8.1.1.1 - Competidores
8 - Espécies invasoras
problemáticas e doenças
8.1.1.2 - Predadores
9 - Poluição
9.1 - Doméstica e urbana - escoamento de água
9.1.1 - Esgoto
9 - Poluição
9.2 - Industrial
9.2.4 - Tipo desconhecido",1 - Alimentação humana,Plano de Ação Nacional (PAN),Plano de Ação Nacional para a Conservação das Espécies Ameaçadas de Extinção da Fauna Aquática da Bacia do Rio São Francisco - 2º ciclo,Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022,,,hypostomus subcarinatus,CR,0.0,CR,CR
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,Hypsolebias adornatus,,Hypsolebias adornatus,"(Costa, 2000)",Peixe anual,Peixes Continentais,05/2019,Criticamente em Perigo,Não,"B1ab(i,ii,iv); D","Hypsolebias adornatus é endêmica do Brasil, e foi registrada em duas poças temporárias no estado da Bahia, no município de Sítio do Mato. A localidade-tipo ainda existe, com exemplares coletados em 2018, mas situa-se à beira de uma estrada em mau estado de conservação; a segunda poça foi destruída, mas as causas do seu desaparecimento são desconhecidas. Além disso, a espécie é muito apreciada por aquaristas, o que representa mais uma ameaça à sua população. Tanto a extensão de ocorrência quanto a área de ocupação da espécie são certamente menores que os limiares quantitativos de 100 km2 e 10 km2, respectivamente. O número de localizações foi calculado em um, considerando os impactos da estrada como principal ameaça à espécie. A destruição de uma das poças caracteriza declínio continuado em EOO, AOO e no número de subpopulações. Portanto, Hypsolebias adornatus foi categorizada como Criticamente em Perigo (CR) pelos critérios B1+2ab(i,ii,iv).",Sim,Sim,Bahia,|Nordeste|,Cerrado,Sub-bacia São Francisco Médio,,,,Não,Desconhecida,"4 - Transportes e serviços de transmissão
4.1 - Estradas e ferrovias
5 - Uso de recursos biológicos
5.4 - Pesca e uso de recursos aquáticos
5.4.3 - Captura intencional - comércio internacional
7 - Modificações nos sistemas naturais
7.3 - Outras modificações nos ecossistemas",3 - Animais de estimação/ornamentais,Plano de Ação Nacional (PAN),Plano de Ação Nacional para a Conservação dos Peixes Rivulídeos Ameaçados de Extinção - 2º ciclo,"Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022",,,hypsolebias adornatus,CR,1.0,CR,CR
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,Hypsolebias auratus,,Hypsolebias auratus,"(Costa & Nielsen, 2000)",Peixe anual,Peixes Continentais,05/2019,Criticamente em Perigo,Não,"B2ab(ii,iii)","Hypsolebias auratus é endêmica do Brasil e conhecida apenas de sua localidade-tipo, uma lagoa temporária de água doce, na várzea do rio Taboca, drenagem do rio Paracatu, município de Lagoa Grande, estado de Minas Gerais. A principal ameaça identificada é a destruição do hábitat pela implantação/ampliação de rodovias. Além disso, a drenagem das áreas alagáveis do rio Paracatu para expansão da atividade agrícola e a contaminação por pesticidas representam impactos adicionais. Em 2003, a lagoa temporária foi parcialmente destruída, sendo dividida ao meio para a construção de uma estrada e, posteriormente, o entorno foi convertido em pastagens. A área de ocupação (AOO) foi calculada em 4 km&sup2;, com uma única localização e declínio continuado na área de ocupação e na qualidade do habitat. Por isso, H. auratus foi categorizada como Criticamente em Perigo (CR) pelo critério B2ab(ii,iii).",Sim,Sim,Minas Gerais,|Sudeste|,Cerrado,Sub-bacia São Francisco Médio,,,,Não,Desconhecida,"2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.4 - Agricultura de escala desconhecida
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.4 - Pecuária em escala desconhecida
4 - Transportes e serviços de transmissão
4.1 - Estradas e ferrovias
7 - Modificações nos sistemas naturais
7.2 - Represas e uso de água
7.2.3 - Captação de água de superfície - uso na agricultura
9 - Poluição
9.3 - Agropecuária e florestal
9.3.3 - Herbicidas e pesticidas",3 - Animais de estimação/ornamentais,Plano de Ação Nacional (PAN),"Plano de Ação Nacional para a Conservação das Espécies Ameaçadas de Extinção da Fauna Aquática da Bacia do Rio São Francisco, Plano de Ação Nacional para a Conservação dos Peixes Rivulídeos Ameaçados de Extinção, Plano de Ação Nacional para a Conservação dos Peixes Rivulídeos Ameaçados de Extinção - 2º ciclo","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022",,,hypsolebias auratus,CR,1.0,CR,CR
